,image_id,question,question_id
2441,524404,Is the bathroom clean?,524404006
2442,524404,Is the bathroom clean or dirty?,524404007
2443,524404,Is the toilet clean?,524404008
2444,524404,Is there a toilet in the bathroom?,524404009
2445,524404,When is the last time this bathroom was cleaned?,524404010
2446,393915,Is that a shadow where the man is?,393915000
2447,393915,What is this guy doing?,393915001
2448,393915,What is this person riding?,393915002
2449,262845,What is the state of this room?,262845000
2450,262845,How many sinks are there?,262845001
2451,262845,What are the large white objects on the wall?,262845002
2452,262845,What room is this?,262845003
2453,262845,Are the curtains more than one color?,262845004
2454,524991,How many species are there?,524991000
2455,524991,How many stripes are there?,524991001
2456,524991,What type of animal is shown?,524991002
2457,262848,How many children are in the walkway?,262848000
2458,262848,What color is the umbrella the little girl on the right wearing?,262848001
2459,262848,Is the girl wearing high heels?,262848002
2460,262848,How many colors are on the umbrella?,262848003
2461,393922,What country is this?,393922000
2462,393922,What color is the sign?,393922001
2463,393922,What flag is hanging on the fence?,393922002
2464,393922,Is the grass green?,393922003
2465,393922,Fill in the blank give me -----or give me death?,393922004
2466,393922,Why does the sign say SLOW?,393922005
2467,393922,What is this county?,393922006
2468,393922,Is this a warning sign?,393922007
2469,393922,Is the sky cloudy?,393922008
2470,393922,Spell the sign backwards?,393922009
2471,393922,What country's flag is shown?,393922010
2472,393922,Do any of these sign names have more than 2 syllables?,393922011
2473,262851,Is the meter running?,262851000
2474,262851,What manufacturer makes the car in the background?,262851001
2475,262851,What is the value of the meter?,262851002
2476,262851,What color is the car?,262851003
2477,131780,Is there a man dressed in blue?,131780000
2478,131780,What is on top of the SUV?,131780001
2479,131780,What is the theme of the kites' designs?,131780002
2480,524406,What is on the window sill?,524406000
2481,524406,What color are the flowers?,524406001
2482,524406,What type of flower is in the pot?,524406002
2483,131784,What are the planes doing?,131784000
2484,131784,What color is the plane?,131784001
2485,131784,Are the planes all facing the same direction?,131784002
2486,131784,How many propellers can you see?,131784003
2487,131784,How many planes are in the sky?,131784004
2488,131784,Which photographer took this image?,131784005
2489,131784,How is the jet orientated?,131784006
2490,21964,Is this a heavy vehicle?,21964000
2491,21964,How many mirrors are visible on the side of the truck?,21964001
2492,21964,What is the truck doing?,21964002
2493,714,Which toilet would you prefer to use?,714000
2494,714,What is on the top of the toilet tanks?,714001
2495,714,What color is the wall on the right?,714002
2496,262747,What color is the auto in front?,262747000
2497,262747,What color is the car parked in front of the fire hydrant?,262747001
2498,262747,What color is the vehicle to the left?,262747002
2499,262747,The blue car is what make and model?,262747003
2500,262747,What color is the hydrant?,262747004
2501,716,Is the room very dark?,716000
2502,716,How many laptops are seen?,716001
2503,716,Are the laptops on?,716002
2504,262861,Is this a powerboat?,262861000
2505,262861,Are people laying in the boat?,262861001
2506,262861,What action is the man in the boat doing?,262861002
2507,262861,How many people are on the boat?,262861003
2508,262862,What color is the man's skin?,262862000
2509,262862,Is this person asleep?,262862001
2510,262862,Is there a brand new bench in the picture?,262862002
2511,480717,What is in the picture?,480717000
2512,480717,Is this a large crowd?,480717001
2513,480717,Why are the police there?,480717002
2514,722,Are these people sad?,722000
2515,722,Are the women in the front wearing cheerful outfits?,722001
2516,722,Is this an event?,722002
2517,723,What is the name of the cafe?,723000
2518,723,How many motorcycles are pictured?,723001
2519,723,What beer is advertised on the window?,723002
2520,525012,Why is the man smiling?,525012000
2521,525012,What color is his apron?,525012001
2522,525012,Can this man get the oven as clean as it should be?,525012002
2523,525012,Is this person wearing kitchen-safe footwear?,525012003
2524,262869,Is this person warm?,262869000
2525,262869,What is the person holding in their hand?,262869001
2526,262869,Is it cold out?,262869002
2527,262869,Is he snowboarding?,262869003
2528,525015,Why is he using ski poles?,525015000
2529,525015,What's the man doing?,525015001
2530,525015,Does this person appear to be a professional or amateur skier?,525015002
2531,393945,Can the bike travel any further down this road?,393945000
2532,393945,Is anyone riding this bike in the photo?,393945001
2533,393945,Is there a mirror on the bike?,393945002
2534,153039,Are they protesting something?,153039000
2535,153039,What color is the shirts?,153039001
2536,153039,Which team is this?,153039002
2537,174605,Are the man's feet touching the ground?,174605000
2538,174605,What sport is the man playing?,174605001
2539,174605,What is the man holding in his hand?,174605002
2540,393950,How many pieces of furniture are shown?,393950000
2541,393950,Is the floor tiled or carpeted?,393950001
2542,393950,What do you call this size of bed?,393950002
2543,735,Is the jacket on the chair a sport jacket or suit coat?,735000
2544,735,How many candles are on the cake?,735001
2545,735,What kind of frosting is on the cake?,735002
2546,525025,Are there any bushes?,525025000
2547,525025,What is the white speck in the sky?,525025001
2548,525025,Is the plane in motion?,525025002
2549,525025,What is in the background?,525025003
2550,525025,What vehicle is in the image?,525025004
2551,525025,What type of vehicle is featured?,525025005
2552,525025,What is on the mountain tops?,525025006
2553,525025,Are there mountains in the background?,525025007
2554,525025,How many yellow stripes are on the road?,525025008
2555,525025,Is the plane landing in the desert?,525025009
2556,525025,Would this make a good postcard view?,525025010
2557,393954,What does the computer say?,393954000
2558,393954,Is there a woman standing?,393954001
2559,393954,What is happening in this room?,393954002
2560,525027,What color is the car interior?,525027000
2561,525027,Are there leather straps around the suitcases?,525027001
2562,525027,Are there people standing around the car?,525027002
2563,262884,What is the name of the bank?,262884000
2564,262884,Is the player in the center court?,262884001
2565,262884,Is he sitting still?,262884002
2566,262884,What sport is being played?,262884003
2567,262884,What color is the girl's shirt?,262884004
2568,262884,How many people are in the picture?,262884005
2569,262884,What clothing label is a sponsor of this event?,262884006
2570,415185,What color is the man's toothbrush?,415185000
2571,415185,Does he need a shave?,415185001
2572,415185,Does he seem happy?,415185002
2573,131816,What  on the table?,131816000
2574,131816,Is she asian?,131816001
2575,131816,What shape is the woman's plate?,131816002
2576,131816,What color is the plate?,131816003
2577,458876,Is this London?,458876000
2578,458876,What does this truck deliver?,458876001
2579,458876,Is that a business car?,458876002
2580,458876,What does the front of the truck say?,458876003
2581,240423,Are there any cars driving on the street?,240423000
2582,240423,How many lanes on the street?,240423001
2583,240423,What is cast?,240423002
2584,262893,Are these kids on the same team?,262893000
2585,262893,What sport is being played?,262893001
2586,262893,How many players are wearing yellow?,262893002
2587,262893,Are they angry at each other?,262893003
2588,262893,What sport is shown?,262893004
2589,262893,What color is the ball?,262893005
2590,53931,What color is the wall?,53931000
2591,53931,Is the vase a modern design?,53931001
2592,53931,Was this vase hand painted?,53931002
2593,53931,Are there any colors in this picture?,53931003
2594,53931,Is this a lamp shade?,53931004
2595,53931,Does the picture appear to be a milk glass?,53931005
2596,53931,Is there a bird on the vase?,53931006
2597,525039,What is the boy wearing?,525039000
2598,525039,What does the person have in his hand?,525039001
2599,525039,What number is on the sign?,525039002
2600,525039,Is this a ranch?,525039003
2601,262897,What color is the hand soap?,262897000
2602,262897,What color is the liquid soap?,262897001
2603,262897,What does the sign on the wall mean?,262897002
2604,262897,Is this a nice bathroom?,262897003
2605,262897,Is the bathroom organized?,262897004
2606,262897,Are there any photographs on the wall?,262897005
2607,262897,Is there clean water in the toilet?,262897006
2608,754,Are the lights on?,754000
2609,754,What brand of cleaning supplies are shown?,754001
2610,754,Is anyone sitting on the toilet?,754002
2611,480723,"If I ate this, would I enjoy the taste?",480723000
2612,480723,What color is the platter?,480723001
2613,480723,What is in the picture?,480723002
2614,262901,Did the sheep not notice the photographer?,262901000
2615,262901,Are the animals in captivity?,262901001
2616,262901,Where are the sheep going?,262901002
2617,262901,Is this in the wild?,262901003
2618,262901,Are these farm animals?,262901004
2619,262901,How many animals are standing in the dry grass?,262901005
2620,419019,How many windows are open?,419019000
2621,419019,Where is the girl sitting?,419019001
2622,419019,What color is the chair?,419019002
2623,419019,What is the girl holding?,419019003
2624,401561,How many zebras are there?,401561000
2625,401561,Is there more than one animal in the picture?,401561001
2626,401561,Is there a trail?,401561002
2627,401561,What type of weather is the giraffe experiencing?,401561003
2628,401561,How many giraffes can be seen?,401561004
2629,401561,Was this photo taken in the wild or a zoo?,401561005
2630,401561,Is there a bear?,401561006
2631,401561,How many giraffes are eating leaves?,401561007
2632,401561,What time of day is it?,401561008
2633,131833,Is the horse going for a walk?,131833000
2634,131833,Which direction is the shadow?,131833001
2635,131833,What color is the horse?,131833002
2636,762,Who is in the room?,762000
2637,762,Is there a water cooler in this room?,762001
2638,762,Is the ceiling fan on?,762002
2639,262909,Is the kid happy?,262909000
2640,262909,Is it springtime?,262909001
2641,262909,What color is the door?,262909002
2642,131840,How many people on the bridge?,131840000
2643,131840,What color is the train?,131840001
2644,131840,What is the traffic light indicating to the train?,131840002
2645,393985,What time of year do you think it is?,393985000
2646,393985,Why are these people carrying umbrellas?,393985001
2647,393985,Are these people crossing the road?,393985002
2648,541226,What is the map of?,541226000
2649,541226,Is the table made of oak?,541226001
2650,541226,What is hanging off the table?,541226002
2651,541226,Is there an animal in the image?,541226003
2652,541226,What color is this hat?,541226004
2653,262917,What color pants is the skier wearing?,262917000
2654,262917,Would you be scared to do this sport?,262917001
2655,262917,Is the skier wearing a helmet?,262917002
2656,575590,What kind of busses are those?,575590000
2657,575590,Is this the end of the school day?,575590001
2658,575590,How many busses are there?,575590002
2659,575590,Where is a balcony?,575590003
2660,380455,How many people are awake?,380455000
2661,380455,How many people are there?,380455001
2662,380455,Was this photo taken in a bedroom?,380455002
2663,380455,Are both kids covered?,380455003
2664,781,What is this person doing?,781000
2665,781,Is the parasailor in contact with the water?,781001
2666,781,Is the man at the beach?,781002
2667,781,What is on the sky?,781003
2668,781,Where is the lighthouse located?,781004
2669,781,How many blades do you see in the picture?,781005
2670,781,What is the kite color?,781006
2671,781,What colors are the parachute?,781007
2672,283697,Is there a face in the image?,283697000
2673,283697,Is Apple a good brand?,283697001
2674,283697,How old does the magazine say that Mac computers are?,283697002
2675,131858,Where are the hills?,131858000
2676,131858,What kind of animal is on the hill to the left?,131858001
2677,131858,How many roads are there?,131858002
2678,525075,What kind of picture is on the black pole?,525075000
2679,525075,Is the toaster real?,525075001
2680,525075,What is the woman in black carrying?,525075002
2681,262932,Do you see any popsicle sticks?,262932000
2682,262932,What is in the air?,262932001
2683,262932,Is this air show likely for an advertisement?,262932002
2684,262932,What trail color is masculine?,262932003
2685,262932,Is this entertaining?,262932004
2686,262932,Is this in the Amazon?,262932005
2687,80585,What is covering the man?,80585000
2688,80585,Is it a sunny day?,80585001
2689,80585,What color is the tent?,80585002
2690,80585,Is this a vegetable market?,80585003
2691,80585,What color are the vegetables?,80585004
2692,790,Is this a family?,790000
2693,790,Are they celebrating a birthday?,790001
2694,790,Are they in a restaurant?,790002
2695,87513,What color is his shirt?,87513000
2696,87513,What is the toddler expressing?,87513001
2697,87513,What is this person holding?,87513002
2698,87513,How many times is the bread scored?,87513003
2699,87513,Is the person facing the camera?,87513004
2700,87513,What food is this?,87513005
2701,87513,What food is the boy cooking?,87513006
2702,394008,What terminal is this?,394008000
2703,394008,Is there an angel above the clock?,394008001
2704,394008,What time is it on the clock?,394008002
2705,131865,What team is he on?,131865000
2706,131865,Is this a pitch?,131865001
2707,131865,Which hand has the ball?,131865002
2708,131865,What is he holding?,131865003
2709,795,How many lights are lit on the train?,795000
2710,795,Are people alighting?,795001
2711,795,Did the train just arrive?,795002
2712,797,What the elephant's tusks made of?,797000
2713,797,Does one of the elephants appear to smile?,797001
2714,797,Are the animals fighting?,797002
2715,435228,What stop number is listed on the sign?,435228000
2716,435228,What is the English alphabet letter on the black sign to the left?,435228001
2717,435228,What type of vehicle is this?,435228002
2718,435228,"Which element, once common in pencils, matches the tones of this photo?",435228003
2719,568112,What color is the sofa?,568112000
2720,568112,Is this reality?,568112001
2721,568112,What fruits are pictured on the wall?,568112002
2722,568112,What kind of couch is this?,568112003
2723,568112,What does the sign above the door say?,568112004
2724,205159,Are the women on their way to work?,205159000
2725,205159,Do the colors of the jacket and shoes match?,205159001
2726,205159,Do these ladies know each other?,205159002
2727,394021,What type of road are the cars on?,394021000
2728,394021,Is the freeway crowded?,394021001
2729,394021,Is this indoors?,394021002
2730,394021,Are there any cars on the road?,394021003
2731,131879,What kind of art is on the far wall?,131879000
2732,131879,Is this a table or a rug?,131879001
2733,131879,Is the floor of wood?,131879002
2734,131879,What shape is this room?,131879003
2735,262952,How many dogs?,262952000
2736,262952,What kind of dog is that?,262952001
2737,262952,What ethnicity might the woman be?,262952002
2738,225213,Does the rhino have 3 horns?,225213000
2739,225213,What animal is this?,225213001
2740,225213,What 2 animals are present in the photo?,225213002
2741,225213,What pattern does the animal in the back illustrate?,225213003
2742,225213,Which animals are these?,225213004
2743,262954,What is on the table?,262954000
2744,262954,How many chairs are in the image?,262954001
2745,262954,Is the laptop on or off?,262954002
2746,262954,Is this a cheap house to live in?,262954003
2747,262954,How many people might live here?,262954004
2748,262954,What room is this?,262954005
2749,525100,Why isn't he wearing shoes?,525100000
2750,525100,What is the bench made of?,525100001
2751,525100,Is the area warm?,525100002
2752,525100,Is this man wearing shoes?,525100003
2753,525100,Are there people outside?,525100004
2754,525101,Is this an indoor or outdoor scene?,525101000
2755,525101,Are all the trains heading in the same direction?,525101001
2756,525101,What color is the trains face?,525101002
2757,525101,How many tracks can be seen?,525101003
2758,525101,What is parked in front of the fence?,525101004
2759,525101,Is this an old train?,525101005
2760,525101,Where is the black rail car?,525101006
2761,525101,Is the this a stream train?,525101007
2762,525101,What color is the train on the left?,525101008
2763,525101,What color are the buses?,525101009
2764,525101,What color are the trains?,525101010
2765,525101,What color is the train?,525101011
2766,525101,What are the letters on the front of the train?,525101012
2767,525101,Is the train heading away?,525101013
2768,525101,What powers this engine?,525101014
2769,525101,Is this a toy?,525101015
2770,525101,What types of signs are near the tracks?,525101016
2771,525101,Is this an old fashion train?,525101017
2772,525101,What type of train is this?,525101018
2773,525101,Is the train older than 25 years?,525101019
2774,525101,What number is on the front of the train?,525101020
2775,525101,Is this a modern train?,525101021
2776,525101,How many tracks intersect?,525101022
2777,525101,What is the name of this famous train?,525101023
2778,525101,What color is the train engine?,525101024
2779,525101,What number does the train have on it?,525101025
2780,218589,What type of vehicle is this?,218589000
2781,218589,Are those flowers artificial?,218589001
2782,218589,How many people can have a seat?,218589002
2783,525104,Does this bus have a roof?,525104000
2784,525104,What flag is on the bus?,525104001
2785,525104,Is there a boat in the picture?,525104002
2786,262962,Is this a home setting?,262962000
2787,262962,What kind of food is shown?,262962001
2788,262962,What meal of the day are they eating?,262962002
2789,394036,Where are the bottles?,394036000
2790,394036,What color is the cat's collar?,394036001
2791,394036,What type of room is this?,394036002
2792,394036,Is the cat in the toilet?,394036003
2793,394036,What has the cat been trained to do?,394036004
2794,394036,What color is the bathroom mirror?,394036005
2795,394036,Is the bathroom empty?,394036006
2796,394036,What is this cat standing on?,394036007
2797,394036,Are the lights on in this room?,394036008
2798,394036,Where is the cat standing?,394036009
2799,394036,Is the color of the bathroom masculine?,394036010
2800,87518,Is the television on?,87518000
2801,87518,Is the cat on TV?,87518001
2802,87518,What television network is currently on?,87518002
2803,131894,What shapes are the design on the shower curtain?,131894000
2804,131894,What is the width of the toilet and sink area?,131894001
2805,131894,What color is the water in the toilet?,131894002
2806,262967,Why is the bike connected to the pole?,262967000
2807,262967,Are there markings on the pavement?,262967001
2808,262967,What type of building is this?,262967002
2809,262967,What is on the woman's head?,262967003
2810,262967,Are the bikes moving?,262967004
2811,262967,Is this bike designed to race?,262967005
2812,262967,How many motorcycles can be seen?,262967006
2813,262967,Is this a customized bike?,262967007
2814,262967,Why is her outfit impractical for this activity?,262967008
2815,262967,Which bike is faster?,262967009
2816,262967,What pattern is on the girl's outfit who is on the bike?,262967010
2817,262967,Whose bike is this?,262967011
2818,262967,What is the lady wearing?,262967012
2819,262967,What does the neon sign read?,262967013
2820,262967,What are square colorful objects behind the motorcycles?,262967014
2821,262967,Which man has a red hat?,262967015
2822,262967,What are the two streets at this intersection?,262967016
2823,262967,What kind of bike is shown?,262967017
2824,825,What sound does this animal make?,825000
2825,825,Is this animal domesticated?,825001
2826,825,Does the animal appear to be relaxed?,825002
2827,21983,What game are the people playing?,21983000
2828,21983,Are the men playing rugby or football?,21983001
2829,21983,Where are the men playing?,21983002
2830,21983,What game are they playing?,21983003
2831,21983,Which player is has control of the ball?,21983004
2832,21983,What pattern are the socks?,21983005
2833,828,What color are his shorts?,828000
2834,828,Is the man surfing?,828001
2835,828,Is he sitting down?,828002
2836,828,Is he wearing a shirt?,828003
2837,393354,Is there a running carpet on the floor?,393354000
2838,393354,What is the fridge made of?,393354001
2839,393354,What room is this?,393354002
2840,393354,Is there a microwave?,393354003
2841,131902,What time does the clock say?,131902000
2842,131902,How many motorcycles are in the picture?,131902001
2843,131902,What is the time?,131902002
2844,131902,What color plaid are the skirts?,131902003
2845,131902,Is this a normal taxi?,131902004
2846,131902,What letter is on the front of the car?,131902005
2847,131902,What event are they cheering for?,131902006
2848,568117,What color is the cat that is looking at the camera?,568117000
2849,568117,How many animals?,568117001
2850,568117,Where is the person?,568117002
2851,262976,How many lights on the front of the bus?,262976000
2852,262976,What does bus say on front?,262976001
2853,262976,Is they close to a stop?,262976002
2854,262976,What type of road is the bus on?,262976003
2855,262979,Is this elephant at a sanctuary?,262979000
2856,262979,How many tusks does the elephant has?,262979001
2857,262979,What is the name of the white object attached to the elephant?,262979002
2858,262980,What color is the plane?,262980000
2859,262980,What airline is the plane flying for?,262980001
2860,262980,Is the plane flying?,262980002
2861,131909,What food is being served in this photo?,131909000
2862,131909,Is the man on the right of the picture holding a camera?,131909001
2863,131909,Can you see everyone in the picture?,131909002
2864,131909,Are these people at a bar or a house?,131909003
2865,131909,Are they at a restaurant?,131909004
2866,131909,Are there many people in the room?,131909005
2867,131909,Are the men wearing aprons?,131909006
2868,131909,Are there women in the room?,131909007
2869,131909,What are these people preparing?,131909008
2870,131909,Are the women looking at each other?,131909009
2871,131909,How many cakes are here?,131909010
2872,131909,What holiday is it?,131909011
2873,131909,Is this a convention?,131909012
2874,131909,How many females are in this photograph?,131909013
2875,131909,Where is the beer?,131909014
2876,131909,What is the man with hat doing?,131909015
2877,131909,Are there a group of people sitting together eating at a restaurant in this picture?,131909016
2878,131909,How many people are there?,131909017
2879,131909,How many women are attending this party?,131909018
2880,131909,How many people are in the picture?,131909019
2881,131909,How old is the girl?,131909020
2882,131909,What color is the cutting board?,131909021
2883,131909,How many candles are in this image?,131909022
2884,131909,How many men do you see with button down shirts?,131909023
2885,131909,Are the people wearing warm clothes?,131909024
2886,131909,How many children are in the photo?,131909025
2887,131909,What type of food is this?,131909026
2888,131909,Is this at home?,131909027
2889,131909,How many fingers is the male in white holding up?,131909028
2890,131909,What does the shirt say?,131909029
2891,131909,What is the person behind the counter serving?,131909030
2892,131909,Are these people preparing food?,131909031
2893,131909,Are they going to eat donuts?,131909032
2894,131909,What are the children doing?,131909033
2895,131909,How many people have ponytails?,131909034
2896,131909,Why must the tables be made of stainless steel in this environment?,131909035
2897,131909,What is on the shelves behind the table?,131909036
2898,131909,How many people are in the photo?,131909037
2899,131909,What are they celebrating?,131909038
2900,131909,What team is the man's hat representing?,131909039
2901,131909,Is this a regular kitchen?,131909040
2902,131909,Are the people drinking alcohol?,131909041
2903,131909,How many water bottles are there?,131909042
2904,131909,Is it a commercial kitchen?,131909043
2905,131909,Is this a classroom?,131909044
2906,131911,How many stories tall is the building behind the motorcycles?,131911000
2907,131911,Are these vehicles likely to run on super unleaded gasoline?,131911001
2908,131911,How much snow in on the ground?,131911002
2909,131911,Is the picture in color?,131911003
2910,525128,How many doors are visible?,525128000
2911,525128,What is the purpose of the wires?,525128001
2912,525128,Is the grass thick?,525128002
2913,525128,"Does the ""DB"" stand for Dunn and Bradstreet?",525128003
2914,525128,What color is the train?,525128004
2915,525128,What is the color on the front on the train?,525128005
2916,525128,What direction are the tracks running?,525128006
2917,525128,Is the red color of this train the same color as a fire truck?,525128007
2918,525128,How many train cars are pictured?,525128008
2919,525128,Is this a passenger train?,525128009
2920,525128,What color is this train?,525128010
2921,327820,Is this a ski resort?,327820000
2922,327820,What number is on the shed?,327820001
2923,327820,Is that sand covering the ground?,327820002
2924,394058,What sport are the men doing?,394058000
2925,394058,Are the skiers appropriately dressed?,394058001
2926,394058,How many skiers are there?,394058002
2927,394058,IS this at sea level?,394058003
2928,371511,What company is the sponsor?,371511000
2929,371511,Is she hitting a backhand?,371511001
2930,371511,What is the woman doing?,371511002
2931,371511,Are all the people watching the player standing?,371511003
2932,131918,How many boats are in the foreground?,131918000
2933,131918,two. Three tires are shown in this picture?,131918001
2934,131918,Is this a boat dock?,131918002
2935,131918,What color is the boat?,131918003
2936,131918,What color is the dinghy?,131918004
2937,131918,Does this boat have an engine?,131918005
2938,131918,How many boats have red painted on them?,131918006
2939,262991,What is on the table just to the left of the girls arm?,262991000
2940,262991,What color is the shirt the girl is wearing?,262991001
2941,262991,What brand is the laptop?,262991002
2942,394065,What is written on the side of the truck?,394065000
2943,394065,What color are the wheels?,394065001
2944,394065,Is the truck parked in front of a live oak tree?,394065002
2945,218595,Where is this?,218595000
2946,218595,Are these palace guards?,218595001
2947,218595,Do the black horses legs look short?,218595002
2948,218595,What holiday is this image for?,218595003
2949,853,What kind of utensil is in the glass bowl?,853000
2950,853,Is the fork necessary?,853001
2951,853,What are the ingredients in the sandwich?,853002
2952,853,Is there enough for more than one sandwich?,853003
2953,853,Is this food likely only for one person?,853004
2954,394071,Will the woman answer negatively if asked if its warmer than 35 degrees?,394071000
2955,394071,What kind of glasses is the woman wearing?,394071001
2956,394071,What is the frame of the bench made of?,394071002
2957,394071,Does the woman have curly hair?,394071003
2958,394071,Is the woman sitting?,394071004
2959,394071,What is the woman sitting on?,394071005
2960,467032,Was this picture taken in real life?,467032000
2961,467032,What is the large object in the background?,467032001
2962,467032,How many people are in the boat?,467032002
2963,467032,What is he on?,467032003
2964,467032,Is the man in the boat wearing a Stetson?,467032004
2965,467032,How many boats are there?,467032005
2966,467032,What is the person riding?,467032006
2967,467032,Is the boat rower alive or dead?,467032007
2968,467032,What is in the water?,467032008
2969,263002,Are motorcycles visible?,263002000
2970,263002,What color is the four door car?,263002001
2971,263002,Is there a stranded boat in the picture?,263002002
2972,263002,Is there a car in the picture?,263002003
2973,263002,Is this an old photo?,263002004
2974,263002,Why is there an umbrella on top of this truck in the foreground?,263002005
2975,263002,How many cars are shown?,263002006
2976,263002,Are these cars still sold today?,263002007
2977,263002,How many people is in the truck?,263002008
2978,263002,Is this a family picture taken long ago?,263002009
2979,263002,What is the brown substance on the ground?,263002010
2980,449574,Are the trees full of leaves?,449574000
2981,449574,IS this a church?,449574001
2982,449574,How many clock faces are visible?,449574002
2983,263006,How many people are pictured?,263006000
2984,263006,What color is the water?,263006001
2985,263006,What is the man standing on?,263006002
2986,263006,What happens if they let go of the rope?,263006003
2987,87525,What color are the chairs?,87525000
2988,87525,Are the girls playing the Wii?,87525001
2989,87525,Where are the women sitting?,87525002
2990,87525,Are the girls having fun?,87525003
2991,87525,Where is the table lamp?,87525004
2992,263008,Are the beds made?,263008000
2993,263008,Is this a  youth hostel?,263008001
2994,263008,Are both of the beds made?,263008002
2995,263008,Has the bed been made?,263008003
2996,263008,How many lights do you see?,263008004
2997,263008,How are the beds?,263008005
2998,263008,What is on the wall above the table?,263008006
2999,263008,Do the headboards match?,263008007
3000,263008,How many lamp shades are straight?,263008008
3001,263008,Is this wall a similar shade to that of a kiwi?,263008009
3002,263008,How many beds are shown?,263008010
3003,131937,Which hand is holding the camera?,131937000
3004,131937,Who is taking this photograph?,131937001
3005,131937,What color is the photo?,131937002
3006,394089,What color is this balloon?,394089000
3007,394089,What is the color of the sky?,394089001
3008,394089,What type of a balloon event is this for?,394089002
3009,21991,Are those ballet shoes?,21991000
3010,21991,What are those called on the feet?,21991001
3011,21991,Could this be a bedroom?,21991002
3012,436481,Which individual is apparently looking at the photographer of this photo?,436481000
3013,436481,Why is the ground white?,436481001
3014,436481,Is this person wearing a hat?,436481002
3015,100413,Is this a fire hydrant?,100413000
3016,100413,Can you tell what color the fire hydrant is?,100413001
3017,100413,Is the picture in Black and White?,100413002
3018,131952,Is this truck clean?,131952000
3019,131952,What color is the trailer?,131952001
3020,131952,What kind of car is on the truck?,131952002
3021,131952,Is there traffic?,131952003
3022,131952,What is mainly featured?,131952004
3023,131952,How many orange cones are there?,131952005
3024,131952,How many trees are visible?,131952006
3025,131952,Who manufactured the white truck?,131952007
3026,131952,Is this a modern truck?,131952008
3027,525169,What are the men standing on?,525169000
3028,525169,What are they standing next to?,525169001
3029,525169,How many men are shown?,525169002
3030,882,What is this guy doing?,882000
3031,882,What's he doing to the dog?,882001
3032,882,Is this a good of fishing?,882002
3033,882,What animal does he have?,882003
3034,525171,What sport is being played?,525171000
3035,525171,Is the girl in the leggings spreading her legs?,525171001
3036,525171,How many colors are on the ground?,525171002
3037,394100,Is the bathroom clean?,394100000
3038,394100,What color is dominant?,394100001
3039,394100,What is the floor made out of?,394100002
3040,394100,Is this room cleaned daily?,394100003
3041,444311,How many zebras are pictured?,444311000
3042,444311,What are the zebras doing?,444311001
3043,444311,Are the Zebras in their natural habitat?,444311002
3044,263031,What color is the bike?,263031000
3045,263031,Is the cyclist racing someone?,263031001
3046,263031,How many riders are there?,263031002
3047,263031,What kind of vehicle is shown?,263031003
3048,263031,Are they going downhill?,263031004
3049,525176,What's on the window?,525176000
3050,525176,Is there a knife?,525176001
3051,525176,What are the white things below the counter?,525176002
3052,525176,What are the blinds made of?,525176003
3053,525176,What is displayed on the TV screen?,525176004
3054,525176,What room is this?,525176005
3055,131961,What time does the clock say?,131961000
3056,131961,What are the people doing?,131961001
3057,131961,Are these people married?,131961002
3058,131961,Is this an airport?,131961003
3059,131961,What are both people doing?,131961004
3060,131961,How many people are in the photo?,131961005
3061,131961,How many people are there?,131961006
3062,131961,Is this in front of a fast food place?,131961007
3063,525179,What is the woman doing?,525179000
3064,525179,What's the lighting?,525179001
3065,525179,Where are the candles?,525179002
3066,525179,Is the woman on the right in a white dress?,525179003
3067,525179,Is the woman standing or sitting?,525179004
3068,525179,Is the kitchen tidy?,525179005
3069,525179,Is there a phone in the room?,525179006
3070,525179,What color is the cake?,525179007
3071,525180,How many chefs are in the kitchen?,525180000
3072,525180,Why are the men wearing aprons?,525180001
3073,525180,Are these people preparing food in a kitchen?,525180002
3074,525180,Is this a store?,525180003
3075,525180,How many men are in this room?,525180004
3076,131967,Are there any mountains in the picture?,131967000
3077,131967,Is it a sunny day?,131967001
3078,131967,Are there any boats on the water?,131967002
3079,897,Are they killing?,897000
3080,897,Is this person moving quickly?,897001
3081,897,Is he standing?,897002
3082,897,Is this person in pain?,897003
3083,263042,What color is the water hose?,263042000
3084,263042,Is this a baby elephant?,263042001
3085,263042,What is the man holding?,263042002
3086,263043,Is this person wearing shorts?,263043000
3087,263043,Is there a concession stand?,263043001
3088,263043,Is he catching the Frisbee?,263043002
3089,263043,What is this game they are playing?,263043003
3090,263043,Where is the frisbee?,263043004
3091,263043,What sport is this?,263043005
3092,525189,What kind of building is this?,525189000
3093,525189,What color is the rim of the clock?,525189001
3094,525189,What time is on the clock near the right?,525189002
3095,902,Are there grapes in the bowl?,902000
3096,902,Is the sunlight direct or filtered?,902001
3097,902,How many different fruits are in the bowl?,902002
3098,902,What color is the base of this item?,902003
3099,263047,Has the diner begun eating?,263047000
3100,263047,What is the green vegetable?,263047001
3101,263047,Has this diner chosen the correct color wine for their meal?,263047002
3102,131976,What color is the umbrella?,131976000
3103,131976,What is the weather?,131976001
3104,131976,Where is a stack of chairs?,131976002
3105,327369,What is the date of the picture?,327369000
3106,327369,How many people are wearing red?,327369001
3107,327369,What are the men holding?,327369002
3108,327369,Which man has a tattoo on his right arm?,327369003
3109,327369,On what kind of court are the men standing?,327369004
3110,327369,About what time of day was this photo taken?,327369005
3111,131979,Is the girl dressed like a bee?,131979000
